Категория,Уровень (L1/L2/L3),Приоритет,Метрика,Важность,Как улучшать,Ловушки,Частота,Формула / Определение,Числитель,Знаменатель,Owner,Bench: Tier-1 (EU/AU),Bench: LatAm/CIS,Bench: India/SEA,Alert (Red),Alert (Yellow),Источник данных,Зависимости,Разрезы (теги)
Payments (Deposits),L3,Nice,3DS Challenge Rate,"Доля карточных транзакций, которые уходят на 3DS challenge (дополнительную верификацию). Каждый challenge, это всплывающее окно банка, где игрок может отвалиться. Минус 10-15% конверсии на каждый challenge, ощутимо","1) 3DS2 frictionless flow: передавать максимум данных (device fingerprint, IP, историю транзакций): чем больше данных, тем чаще банк пропускает без challenge
2) TRA exemption (освобождение по анализу рисков) для транзакций до 30 EUR, легальный способ обойти challenge
3) Whitelisting-программы: постоянный игрок может добавить оператора в trusted merchants у своего банка
4) Качество device fingerprint: чем лучше сбор данных об устройстве, тем чаще frictionless path","1) Challenge rate сильно различается по регионам: EU 40-60% (PSD2 обязывает), за пределами EU 5-15%
2) Challenge rate = 0%, скорее всего 3DS вообще не внедрён, а не идеальная оптимизация. Это риск по чарджбэкам
3) Высокий challenge rate + высокий auth success = нормально. Проблема, когда challenge rate высокий, а auth после challenge низкий",Weekly,% депозитов с 3DS challenge,3DS challenged txns,Total card deposits,Payments,8–15% (EU SCA required),5–12%,3–8%,>30%,>20%,Payments,Deposit Success Rate,"PSP, ГЕО, банк"
Payments (Withdrawals),L1,Must,Time to Payout (SLA),"Время от запроса на вывод до получения денег игроком. Критическая UX-метрика: медленные выплаты, причина номер один негативных отзывов в iGaming. Игрок выиграл, хочет свои деньги, а они «в обработке» третий день","1) Auto-processing: мгновенная обработка для верифицированных игроков с суммой до $500, без ручного ревью
2) Целевые SLA по методам: e-wallets менее 1 часа, карты менее 24 часов, банковский перевод менее 48 часов
3) Обработка 24/7: выводы не должны ждать понедельника. Ночная заявка = ночная обработка
4) KYC pre-completion: верифицировать игрока ДО первого вывода, а не когда он уже ждёт деньги","1) Медленные выплаты = причина #1 негативных отзывов и жалоб в регуляторы. Репутационный ущерб не стоит пары дней удержания денег
2) Намеренная задержка выплат, плохая практика плюс регуляторный риск. Многие юрисдикции установили максимальные сроки
3) SLA считать от запроса до получения игроком, а не до отправки, банк может обрабатывать ещё 1-2 дня",Daily,Среднее/медиана время от запроса до зачисления,Median(payout_time − request_time),—,Payments,<2 hr (EU reg. requirement),<4 hr,<6 hr,>24 hours,>12 hours,Payments,Withdrawal Requests,"ГЕО, метод"
Payments (Withdrawals),L1,Must,W/D Ratio (Withdrawal to Deposit),Соотношение выводов к депозитам (Withdrawals / Deposits). Показывает направление денежного потока: сколько из каждого вложенного доллара игрок забирает обратно,"1) Здоровый W/D ratio: 0.7-0.9 (оператор удерживает 10-30% как GGR). Игроки получают выигрыши, но оператор зарабатывает
2) Быстрые выплаты увеличивают доверие, а доверие увеличивает депозиты, парадоксально, но быстрые выводы помогают обеим сторонам
3) Win celebrations: праздновать выигрыш вместе с игроком, позитивный опыт вывода = мотивация играть снова
4) Прозрачный трекинг: статус вывода в реальном времени, «обрабатывается → отправлено → получено»","1) W/D > 1.0, оператор отдаёт больше, чем получает. Проверить на эксплуатацию: бонус-абьюз, арбитраж, баг в игре
2) W/D < 0.5, игроки редко выводят. Либо sticky база (деньги крутятся внутри), либо плохой UX вывода, либо проблема доверия
3) W/D ratio различается по стадии жизненного цикла: новые игроки выводят реже, лояльные, чаще",Weekly,Withdrawals / Deposits × 100%. НЕ называть InOut %,Total withdrawals,Total deposits,Finance,"Casino 20–30%, Sports 50–65%","Casino 20–35%, Sports 50–70%","Casino 18–35%, Sports 45–65%",W/D >0.9,W/D >0.8,BI,"Withdrawal Requests, Deposit Success Rate","ГЕО, сегмент"
Payments (Withdrawals),L1,Must,Net Cashflow (InOut),"Депозиты минус выводы, чистый денежный поток. Показывает операционную ликвидность: сколько денег реально остаётся в системе. Не путать с прибылью, это именно cash flow","1) Оптимизация депозитов: всё, что увеличивает deposits, улучшает net cashflow
2) Быстрые выплаты строят доверие, а доверие приводит к большему net cashflow в долгосроке, не жадничать на коротке
3) Cash flow forecasting: прогнозировать потребности в ликвидности, особенно перед крупными спортивными событиями
4) Currency hedging (валютное хеджирование): если работаешь в нескольких валютах, колебания курсов бьют по cash flow","1) Net cashflow ≠ GGR: включает невагеренные депозиты (деньги лежат на балансе) и выводы предыдущих выигрышей. Это cash metric, не revenue metric
2) Отрицательный net cashflow возможен после джекпота или серии крупных выигрышей, это не катастрофа, если разовое событие
3) Тайминг обманывает: депозиты проходят мгновенно, выводы задерживаются, временный положительный cashflow не равен реальной прибыли",Daily,Deposits − Withdrawals. Абсолютное значение,Deposits,Withdrawals (вычитаются),Finance,"Positive, payout ratio 70–85%","Positive, payout ratio 65–80%","Positive, payout ratio 60–75%",Negative >2 days,Negative >1 day,Payments,"Deposit Success Rate, Withdrawal Requests","ГЕО, продукт"
Payments (Withdrawals),L1,Must,Chargeback Rate,"Доля оспоренных транзакций от общего числа. Порог > 1%, территория штрафов от Visa/Mastercard. Это не просто финансовая проблема, это угроза всему платёжному процессингу: можно потерять возможность принимать карты","1) Fraud prevention: 3DS, device fingerprint, velocity checks (частота транзакций): базовая защита
2) Понятный дескриптор платежа: игрок видит в выписке «CasinoName» а не «XYZ Holdings Ltd» и не звонит в банк с вопросом «что это?»
3) Быстрый саппорт: многие чарджбэки = «не могу дозвониться до оператора, пойду через банк»
4) RDR/CDRN pre-dispute alerts: перехватывать диспуты до того, как они станут чарджбэками","1) Порог >1% запускает мониторинг: штрафы $25-100 за каждый чарджбэк + возможное расторжение контракта с процессинговым банком
2) Friendly fraud (игрок сам оспаривает свою транзакцию) = 40-60% всех чарджбэков. Это не мошенничество в классическом смысле, но бьёт так же
3) Chargeback rate считается по КОЛИЧЕСТВУ транзакций, а не по сумме: один чарджбэк на ~$5 весит столько же, сколько на ~$5000. Считается по количеству транзакций, не по сумме: 100 мелких чарджбэков хуже одного крупного для рейта",Monthly,Chargebacks / Total deposits (count или amount),Chargeback count/amount,Total deposits count/amount,Payments,<0.4%,<0.6%,<0.8%,>1%,>0.7%,Payments,Deposit Success Rate,"PSP, ГЕО, метод"
Payments (Withdrawals),L2,Should,Withdrawal Requests,"Количество запросов на вывод за период. Показывает, как часто игроки хотят забрать деньги, базовый индикатор выплатной активности","1) Оптимизированный UX вывода: не прятать кнопку «вывести» в подвал настроек
2) Множество методов, включая тот же, через который пришёл депозит (в EU это требование регулятора)
3) Автоматическое одобрение для верифицированных игроков с мелкими суммами: не мучить ручным ревью
4) KYC-промпт заранее: если верификация не пройдена, предложить пройти до запроса вывода, а не после","1) Высокое число запросов относительно депозитов = база кешится: игроки забирают деньги и уходят. Проверить retention
2) Request ≠ completed: часть запросов отменяется, отклоняется или зависает. Смотреть completion rate
3) Резкий спайк запросов может сигнализировать о бонус-офферах конкурентов: игроки выводят, чтобы пойти за бонусом",Daily,Количество запросов на вывод,Count of withdrawal requests,—,Payments,Withdrawal/Deposit ratio 0.6–0.8,Withdrawal/Deposit ratio 0.5–0.7,Withdrawal/Deposit ratio 0.4–0.6,W/D count ratio >0.8,W/D count ratio >0.6,Payments,,"ГЕО, метод"
Payments (Withdrawals),L2,Should,Withdrawal Reversal Rate,"Доля отменённых выводов, когда игрок запросил вывод, а потом передумал и вернул деньги в игру. Краткосрочно выглядит как revenue, но долгосрочно это RG-риск (responsible gambling)","1) Pending period 24-48 часов: стандартная практика, даёт время передумать
2) Геймификация во время ожидания (новые промо, бонусы): этически спорная практика, хотя и распространённая
3) Мгновенные выплаты: reversal rate = 0%, потому что деньги уже ушли. Индустрия движется в эту сторону","1) Reversal rate > 20% при длинном pending, скорее всего, искусственно провоцируется. Регуляторный риск: многие юрисдикции считают это манипуляцией
2) Индустрия движется к instant payouts, reversal rate как метрика теряет актуальность
3) Reversed withdrawal = краткосрочный revenue, но долгосрочный RG-риск: игрок проигрывает деньги, которые хотел забрать",Weekly,% отменённых/реверсированных выводов,Reversed withdrawals,Total withdrawal requests,Payments,10–20%,12–25%,15–30%,>30%,>25%,Payments,Withdrawal Requests,"ГЕО, Метод вывода, сегмент"
Payments (Withdrawals),L2,Should,Payment Pass-Through Rate,"End-to-end success rate: от клика «пополнить» до зачисления на баланс. В отличие от deposit success rate, включает ВСЕ этапы: UI, 3DS, PSP processing, зачисление. Реальная конверсия платёжного флоу глазами игрока","1) Multi-PSP с failover: основной PSP упал, моментальное переключение на резервный, игрок даже не заметил
2) Real-time dashboard: видеть pass-through rate в моменте, не через сутки в отчёте
3) Degradation alerts при падении на 5pp: если rate упал с 90% до 85%, алерт в Slack, не ждать до утра
4) A/B-тестирование checkout UX: расположение кнопок, количество шагов, предзаполнение, всё влияет","1) Нормы различаются по методу: карты 80-90%, это норма, PIX/UPI 95%+, тоже норма. Не сравнивать в лоб
2) Просадки в пиковые часы: вечерний трафик может ронять pass-through на 5-10pp из-за нагрузки на PSP
3) Агрегат скрывает per-bank проблемы: общий rate 88%, а конкретный банк даёт 60%, проблема невидима без разбивки",Daily,Успешные депозиты / Все попытки. Синоним Deposit Success Rate,Successful deposits,All deposit attempts,Payments,>93%,>88%,>85%,<80%,<85%,Payments,Deposit Success Rate,"PSP, ГЕО, метод"
CRM,L1,Must,Conversion (Message => Deposit),"Это главный показатель эффективности CRM, дошло ли сообщение до кошелька. Можно слать миллион пушей, но если они не конвертируются в депозиты, вся CRM-машина работает вхолостую. По сути, это ultimate метрика: она показывает, насколько правильно вы попали в аудиторию, момент и оффер.","1) Персонализация по истории игрока и predicted value, не шлём казино-оффер спортсмену. 2) Срочность: окно 24 часа, акцент на выходные, когда люди расслаблены. 3) Deep link прямо на deposit page, убираем лишние клики. 4) Multi-channel каскад: сначала email, потом push, потом SMS, каждый следующий канал подхватывает тех, кто не среагировал.","1) Attribution window кардинально меняет цифры: 1 час, 24 часа или 7 дней, это три разных конверсии для одной и той же кампании. Зафиксируйте окно и не меняйте. 2) Без control group вы не знаете incremental эффект, может, игрок и так бы задепозитил. 3) Высокая конверсия на VIP-сегменте перекашивает overall: всегда смотрите по сегментам отдельно.",Weekly,Deposits within attribution window / Delivered,Deposits after message (within window),Delivered messages,CRM,4–10%,3–8%,2–6%,<1%,<2%,BI,Click Rate (CTR),"канал, сегмент, тип"
CRM,L2,Should,Delivery Rate,"Baseline для всех CRM-метрик, доля сообщений, которые физически дошли до получателя (email, push, SMS). Если delivery проседает, все последующие метрики (open, click, conversion) автоматически падают. Это как водопровод: если труба забита, неважно, какого качества вода.","1) Настройте SPF/DKIM/DMARC, прогрейте домен, регулярно чистите списки. 2) Оптимизируйте push opt-in: правильный момент запроса разрешения повышает подписку. 3) Для SMS, verified sender ID, чтобы операторы не блокировали. 4) Чистка базы: удаляйте bounces, отписки, inactive >180 дней, мёртвые адреса убивают репутацию.","1) Delivery ≠ inbox: сообщение может быть «доставлено» в spam-папку, вы этого не увидите в статистике. 2) Push на Android показывает 95%+, а на iOS 60–70%, не смешивайте платформы при анализе. 3) SMS-операторы в ряде стран блокируют gambling-контент, и вы узнаете об этом только по нулевой конверсии.",Daily,Успешно доставленные / Отправленные сообщения,Delivered messages,Sent messages,CRM,"Email >96%, Push >85%, SMS >92%","Email >94%, Push >80%, SMS >88%","Email >92%, Push >75%, SMS >85%",Email <90%,Email <95%,CRM,Contact Pressure,"ГЕО, Канал (push/SMS/email/WA)"
CRM,L2,Should,Open Rate,"Доля открытых сообщений, первый сигнал, что тема/заголовок зацепили. Для email нормой считается 15–25%, для push 5–15%. Если open rate падает, значит, вы либо шлёте не тем людям, либо темы стали скучными, и дальше по воронке ловить нечего.","1) A/B-тесты тем: тестируйте формулировки, эмодзи, длину. 2) ML-предсказание лучшего времени отправки для каждого пользователя. 3) Имя отправителя: бренд vs личное имя, «Анна из Support» часто открывают чаще. 4) Сегментация по lifecycle: новичкам, одно, ветеранам, другое.","1) Apple Mail Privacy Protection автоматически «открывает» письма, завышает open rate примерно на 30%. Фильтруйте эти данные. 2) Push open сильно зависит от времени отправки, в 3 ночи никто не откроет. 3) Высокий open + низкий click = кликбейтный заголовок, но нерелевантный контент внутри.",Daily,Opened / Delivered,Opened messages,Delivered messages,CRM,"Email 18–28%, Push 8–18%","Email 15–25%, Push 5–15%","Email 12–22%, Push 4–12%",Email <10%,Email <15%,CRM,Delivery Rate,"канал, тип кампании"
CRM,L2,Should,Click Rate (CTR),"Доля кликнувших на ссылку в сообщении, показывает, насколько контент и CTA (call-to-action, призыв к действию) попали в точку. Это мостик между «увидел» и «сделал». Если open хороший, а CTR нет, проблема внутри сообщения.","1) Clear CTA: одна основная кнопка, одно действие, не заставляйте выбирать из пяти ссылок. 2) Персонализированный контент: любимые игры, релевантные бонусы. 3) Deep links прямо в нужную игру или оффер, без лишних переходов. 4) Кнопки оптимизированы под мобильные: крупные, заметные, удобно нажимать пальцем.","1) Бенчмарки разные: email 2–5%, push 3–8%, SMS 5–10%, не сравнивайте cross-channel, это разные вселенные. 2) Высокий CTR + низкая конверсия = проблема не в сообщении, а на landing page. 3) Бот-клики раздувают статистику, фильтруйте автоматические проверки ссылок.",Daily,Clicks / Delivered,Clicks,Delivered messages,CRM,Email 3–6%,Email 2–5%,Email 1.5–4%,Email <1%,Email <2%,CRM,Open Rate,"канал, тип кампании"
CRM,L2,Should,Incremental Deposits per Campaign,"Дополнительные депозиты, которые не случились бы без кампании. Это настоящая ценность CRM, не «сколько задепозитили после сообщения», а «сколько задепозитили именно благодаря сообщению». Без этой метрики вы не знаете, зарабатывает ли CRM или просто приписывает себе чужие заслуги.","1) Всегда держите control group: 5–10% holdout, которые не получают кампанию. 2) Geo-split тесты для крупных кампаний. 3) ML incrementality modeling для автоматической оценки. 4) Считайте ROI на уровне каждой кампании: incremental deposits минус стоимость бонусов и отправки.","1) Без контрольной группы инкрементальные депозиты переоценены, вы считаете органику за CRM. 2) Incrementality сильно варьируется по сегментам: у активных она низкая (и так бы задепозитили), у дремлющих, высокая. 3) Каннибализация: кампания может не создавать новые депозиты, а просто ускорять те, что были бы завтра.",Per event,Deposits(test) − Deposits(control) extrapolated,Deposits(campaign group) − Deposits(control),Deposits(control),CRM,>5% uplift vs control,>7% uplift vs control,>10% uplift vs control,No uplift,<3% uplift,BI,Conversion (Message => Deposit),"сегмент, тип"
CRM,L2,Should,Contact Pressure,"Количество CRM-сообщений на одного пользователя за период. Это баланс между вовлечённостью и раздражением. Слишком мало, игрок забывает о вас. Слишком много, он отписывается или начинает игнорировать. Правильное давление, как хорошая специя: усиливает вкус, но не перебивает блюдо.","1) Frequency caps: максимум 1 push/день, 3 email/неделю, 2 SMS/месяц, как отправная точка. 2) Приоритизация каналов: если push доставлен и открыт, не дублируйте email. 3) Preference center: дайте игроку выбрать частоту и каналы. 4) Smart suppression: если игрок сегодня уже активен, не трогайте его, он и так здесь.","1) Оптимальная частота разная: активные спокойно переваривают 5–7 сообщений в неделю, дремлющим хватит 1–2. 2) Высокое давление + падающие open rates = fatigue, и это уже не лечится быстро. 3) Давление кумулируется cross-channel: 1 push + 1 email + 1 SMS = 3 касания за день, хотя по каждому каналу формально в лимите.",Weekly,Сообщений на юзера в день/неделю,Messages sent to user,Time period,CRM,2–4/week,2–4/week,3–5/week,>7/week,>5/week,CRM,DAU / WAU / MAU,"канал, сегмент"
CRM,L2,Should,Fatigue (CVR Decay),"Снижение конверсии при увеличении количества сообщений, метрика усталости базы. Показывает, когда CRM из помощника превращается в спамера. Если CVR (conversion rate) падает с каждым следующим сообщением, вы «сжигаете» базу, и это дорого обходится в долгосрочной перспективе.","1) Мониторьте CVR по номеру сообщения: если 5-е за неделю даёт CVR на 50% ниже первого, остановиться на 4-м 2) Разнообразие контента: не три бонуса подряд, чередуйте типы. 3) Ротация каналов: push → email → in-app, разные раздражители. 4) Cool-down периоды: после серии кампаний дайте базе «отдохнуть».","1) Fatigue нелинейна: 3 сообщения, конверсия стабильна, а с 4-го резкий обвал. Ищите эту точку перелома. 2) Восстановление занимает 7–14 дней тишины, нельзя просто «остановить на денёк». 3) Push утомляет быстрее, чем email, у каждого канала свой порог выгорания.",Monthly,Падение CVR при росте частоты коммуникаций,CVR at contact frequency N+1,CVR at contact frequency N,CRM,CVR drop <15% per +1 msg/week,CVR drop <20% per +1 msg/week,CVR drop <25% per +1 msg/week,CVR drops >30% per +1 msg/week,CVR drops >20%,BI,"Contact Pressure, Conversion (Message => Deposit)","канал, сегмент"
CRM,L2,Should,Unsubscribe Rate,"Доля отписавшихся от рассылки, сигнал качества контента и частоты. Когда человек жмёт «отписаться», это осознанное решение: он не просто проигнорировал, а активно отказался. Это необратимая потеря канала коммуникации с игроком.","1) Preference center вместо полной отписки: дайте выбрать темы и частоту. 2) Опция «реже» вместо «никогда», предложите снизить частоту перед полным отключением. 3) Повышайте качество контента: если рассылка полезна, от неё не отписываются. 4) Простой one-click unsub: парадоксально, но прозрачность снижает отписки и повышает доверие.","1) Больше 0.5% на кампанию = проблема, нужно разбираться с контентом или частотой. 2) iOS push opt-out перманентен, вернуть подписку можно только через настройки телефона, игрок вряд ли полезет. 3) Низкая отписка + низкий engagement = тихий churn: люди не жалуются, просто перестают читать.",Daily,Unsubscribes / Delivered,Unsubscribes,Delivered,CRM,Email <0.2%,Email <0.3%,Email <0.4%,>0.5%,>0.3%,CRM,Contact Pressure,канал
CRM,L2,Should,Promo Engagement Rate,"Доля базы, которая реально участвует в промо-акциях. Показывает, насколько ваши промо резонируют с аудиторией. Если запускаете акцию на 100K игроков, а участвуют 2K, что-то не так с механикой, коммуникацией или таргетингом.","1) Разнообразие типов промо: турниры, кешбэки, фриспины, квесты, разным людям заходит разное. 2) Низкий порог входа: если нужен депозит $100 для участия, отсеете 80% базы. 3) Социальные элементы: лидерборды, командные челленджи. 4) Cross-product промо: привлекайте казиношников в спорт и наоборот.","1) Высокий engagement + низкий ROI = развлечение, а не выручка, игроки участвуют в бесплатных промо, но не несут деньги. 2) Бенчмарки разные: free entry 30–40%, deposit-required 10–20%, сравнивайте корректно. 3) Одни и те же игроки в каждом промо = узкая аудитория. Вы развлекаете ядро, а не расширяете охват.",Per event,"% активных игроков, взаимодействовавших с промо",Users who engaged with promo,Total active users,CRM,>25%,>20%,>15%,<10%,<15%,Analytics,Delivery Rate,"Тип промо, сегмент"
CRM,L2,Should,Churned Users Reactivated,"Абсолютное число «вернувшихся с того света», игроков, которые ушли и снова начали играть. Реактивация обычно дешевле привлечения нового игрока, а у возвращённого уже есть аккаунт и история. Это прямой показатель эффективности win-back кампаний.","1) Сегментированная реактивация по ценности: бывшим VIP, персональный звонок, массовому сегменту, email-цепочку. 2) Multi-channel подход: email + retargeting + SMS, бейте с разных сторон. 3) Сезонные триггеры: Евро, ЧМ, праздники, повод вернуться. 4) Персонализированные сообщения: «Мы добавили X, который ты любил».","1) Reactivated ≠ retained: обязательно трекайте D30 после реактивации, часто 50% снова уходят в течение 30 дней. Если показатель ещё хуже, это не реактивация, а разовый визит. 2) Стоимость реактивации должна быть ниже ожидаемого LTV2 (lifetime value второго цикла), иначе вы тратите больше, чем получите. 3) Чётко определите, что считается реактивацией: 1 депозит? 1 ставка? просто логин?, без единого определения числа будут плавать.",Monthly,Кол-во реактивированных через CRM,Reactivated users from CRM,—,CRM,3–8% of churned base/mo,2–6%,1–4%,<1% of churned base,<2%,BI,"Churn Rate, Conversion (Message => Deposit)","кампания, канал"
VIP,L1,Must,VIP Share of NGR,"Доля NGR (Net Gaming Revenue, чистый игровой доход после выплаты выигрышей), которую генерирует VIP-сегмент. Показывает концентрацию выручки. Здоровая зависимость от китов, это хорошо, чрезмерная, бомба замедленного действия. Уход одного VIP не должен ломать P&L.","1) VIP-программа с уровнями: персональный хост, эксклюзивные ивенты, ускоренные выплаты. 2) Целевое привлечение VIP через специальные каналы и офферы. 3) Cross-sell: казино-VIP → спорт и наоборот, увеличивайте wallet share. 4) VIP event marketing: покер-турниры, приватные вечеринки, эмоциональная привязка к бренду.","1) Больше 50% NGR от VIP = опасная концентрация. Уход 2–3 китов может обрушить квартал. 2) Определение VIP varies: top 1%? $1000+/месяц? Зафиксируйте критерии, иначе невозможно сравнивать период к периоду. 3) VIP NGR может быть отрицательным после учёта comps (бонусов, подарков, кешбэка): считайте net, а не gross.",Monthly,% NGR от VIP сегмента,VIP NGR,Total NGR,VIP,30–45%,35–50%,35–55%,<20% or >70%,<25% or >60%,BI,NGR,"tier, ГЕО"
VIP,L1,Must,VIP Churn,"Доля ушедших VIP-игроков. Каждый потерянный VIP, это ощутимая дыра в выручке: один кит может генерировать столько же, сколько сотни обычных игроков. В отличие от массового churn, здесь каждый случай, это история, которую нужно разбирать индивидуально.","1) Персональный хост с регулярными check-in: не ждите, пока VIP пропадёт. 2) Early warning система: падение частоты депозитов, снижение среднего чека, реагируйте на первые признаки. 3) Retention-офферы: персонализированный кешбэк, exclusive бонусы, но по триггерам, а не ковровой бомбардировкой. 4) Мониторинг конкурентов: VIP уходят к тем, кто предложит лучше, будьте готовы матчить.","1) Определение VIP churn: 60–90 дней без активности, потому что у VIP нерегулярные паттерны, кто-то играет раз в месяц на крупные суммы. 2) После большого проигрыша, максимальный риск ухода. Это момент, когда хост должен звонить, а не прятаться. 3) Сезонный спортивный churn (межсезонье) ≠ реальный churn, не паникуйте раньше времени.",Monthly,% VIP ушедших за период,Churned VIPs,Active VIPs at start,VIP,<3% monthly,<5% monthly,<7% monthly,Any churn top tier,>5% tier 1,BI,Churn Rate,"tier, ГЕО"
VIP,L1,Must,VIP Retention D30,"30-дневный retention VIP-игроков, таргет 60–80%. Показывает, насколько VIP-программа удерживает ценных игроков в краткосрочной перспективе. Если VIP retention не сильно отличается от массового, значит, VIP-программа не даёт реальной ценности, а просто красивая обёртка.","1) Выделенный хост, живой человек, который знает игрока по имени. 2) Эксклюзивный контент: ранний доступ к играм, приватные столы, специальные лимиты. 3) Experiential rewards: поездки, VIP-ивенты, спортивные мероприятия, то, что нельзя купить за деньги. 4) Самые быстрые выплаты: VIP не должен ждать вывод ни минуты дольше необходимого.","1) Ниже 50% = VIP-программа не работает. Ориентир для здоровой программы: 60-80%. 2) VIP retention должен быть в 2–3 раза выше массового. Если разрыв маленький, VIP-программа не создаёт дополнительной ценности. 3) Считайте от единой точки: вход в VIP-тир vs FTD (First Time Deposit, первый депозит): стандартизируйте, чтобы сравнение было корректным.",Monthly,% VIP вернувшихся через 30 дней,VIP active on D30,VIP cohort size,VIP,>85%,>80%,>75%,<60%,<70%,BI,D1/D7/D30 Retention (Cohort),tier
VIP,L2,Should,Host Coverage,"Доля VIP-игроков, за которыми закреплён персональный хост (account manager). Хост, это лицо компании для кита: он строит отношения, решает вопросы, предотвращает churn. Без хоста VIP, просто большой номер в базе данных.","1) Оптимальная нагрузка: 1 хост на 50–100 VIP, чтобы хватало времени на каждого. 2) Tiered подход: top-VIP получают dedicated хоста, уровнем ниже, shared. 3) Автоматизация для lower-tier VIP: chatbot + триггерные звонки на ключевые события. 4) Найм и обучение: хост, это не просто саппорт, это relationship manager.","1) 100% coverage ≠ качество: если у хоста 300 VIP, персонального сервиса не будет, это иллюзия заботы. 2) Трекайте retention в разрезе хостов, разница может быть колоссальной, и это повод для обучения или замены. 3) Уход хоста разрушает отношения с его VIP, имейте план преемственности и overlap при передаче.",Monthly,Активные VIP на 1 хоста,Active VIPs,Number of VIP hosts,VIP,40–80 VIP/host,50–100 VIP/host,60–120 VIP/host,>150,>120,CRM,VIP Share of NGR,"VIP tier, ГЕО"
VIP,L2,Should,Manual Comps Cost,"Стоимость ручных компенсаций для VIP: кешбэки, фрибеты, подарки, поездки. Это основной инструмент удержания китов, но без контроля превращается в дыру в бюджете. По сути, comps, это инвестиция в retention, и как любая инвестиция, она должна приносить возврат.","1) Comp budget как % от NGR: таргет 5–15% в зависимости от сегмента. 2) Стандартизированные тиры: сколько можно давать на каком уровне, убирает произвольность. 3) Non-monetary comps: эксклюзивный доступ, приоритетная поддержка, персональные лимиты, ценно для игрока, дёшево для вас. 4) Трекайте comp ROI: каждый потраченный рубль должен возвращаться в виде дополнительного GGR (Gross Gaming Revenue, валовой игровой доход).","1) Без ROI-учёта comps, это подарки, а не стратегия. «Дали $5000 кешбэк, а что получили?»: если ответа нет, проблема. 2) Over-comping: VIP генерирует $5000 GGR, а comps стоят $6000 = вы платите игроку за то, что он у вас играет. 3) Ожидания эскалируются: дали один раз поездку в Монако, теперь это baseline. Каждый следующий comp должен быть не хуже.",Monthly,Стоимость ручных компенсаций VIP,Sum of manual comps,—,VIP,<5% of VIP NGR,<7% of VIP NGR,<10% of VIP NGR,>8% of VIP NGR,>5%,CRM,VIP Share of NGR,"tier, ГЕО"
VIP,L2,Should,VIP Offer Acceptance Rate,"Доля принятых VIP-предложений. Показывает, попадаете ли вы в потребности и предпочтения китов. Низкий acceptance, деньги и время хоста тратятся впустую, высокий, вы понимаете своих VIP и умеете с ними работать.","1) Персонализация по предпочтениям: слотовик хочет фриспины, а не фрибет на спорт. 2) Хост подаёт оффер через личный разговор, это не email-рассылка, а персональное предложение. 3) Разнообразие офферов: кешбэк, фрибеты, experiential rewards, чередуйте. 4) Тайминг: после проигрыша, поддерживающий оффер, после выигрыша, celebration бонус.","1) Ниже 30% = офферы нерелевантны, хосты не понимают своих VIP. Ориентир: кешбэк ~60% acceptance, фриспины ~20%. 2) 100% acceptance = слишком щедрые условия, вы переплачиваете. Здоровая зона, 50–70%. 3) Анализ по типам офферов помогает оптимизировать микс: может, кешбэк берут все, а фриспины, никто.",Monthly,% принятых персональных офферов,Accepted offers,Total offers sent,VIP,>50%,>45%,>40%,<30%,<40%,CRM,VIP Share of NGR,"tier, тип оффера"
VIP,L2,Should,Deposit Size Trend,"Динамика среднего депозита VIP-игрока во времени. Ранний и надёжный индикатор здоровья VIP-отношений. Растущий тренд = игрок вовлекается глубже, падающий = он на пути к выходу. Это как термометр: показывает температуру до того, как начнётся лихорадка.","1) Проактивный outreach при даунтренде: хост звонит, не дожидаясь полного ухода. 2) Deposit match офферы для стимуляции: «положи $1000, получи $200 сверху». 3) Продуктовые улучшения: новые игры, лучшие лимиты, эксклюзивные столы. 4) VIP-ивенты для эмоциональной связи: когда есть привязанность к бренду, средний чек растёт органически.","1) Падение на 20% за 30 дней, сильный предиктор churn. Это не флуктуация, это сигнал тревоги. 2) Сезонные колебания нормальны: перед отпуском депозиты падают, после зарплаты растут, не путайте с трендом. 3) Без контекста частоты депозитов картина неполная: средний чек вырос, но частота упала вдвое = выручка падает.",Monthly,Динамика среднего депозита по VIP сегментам,Avg deposit per VIP over time,—,VIP,"Stable or growing MoM, avg ~$50–200","Stable or growing MoM, avg ~$20–80","Stable or growing MoM, avg ~$10–40",Downtrend >15% MoM,Downtrend >10% MoM,BI,Avg Deposit Size,tier
